Name, ID, Game Mode, Latency, Scoreboard Team, Model Type, Session ID, Public Key
Swofty, 8fc7011b-e7a7-4e51-a80d-29d7b6dd7952, ADVENTURE, 247, a6296385b82a, WIDE
